# r12 r13 r23 energy(Hartree)
1.200000000000000000e+01 1.254798297798265594e+01 1.399999999999999911e+00 -1.727654741091603496e-01
1.198808138999999962e+01 1.253613011642131703e+01 1.399999999999999911e+00 -1.727659822489918118e-01
1.197616277999999923e+01 1.252427737965258103e+01 1.399999999999999911e+00 -1.727664915596695827e-01
1.196424417000000062e+01 1.251242476803108516e+01 1.399999999999999911e+00 -1.727670020344787005e-01
1.195232556000000024e+01 1.250057228191281133e+01 1.399999999999999911e+00 -1.727675136665715871e-01
1.194040694999999985e+01 1.248871992165508438e+01 1.399999999999999911e+00 -1.727680264489978301e-01
1.192848833999999947e+01 1.247686768761658982e+01 1.399999999999999911e+00 -1.727685403748004389e-01
1.191656973000000086e+01 1.246501558015737388e+01 1.399999999999999911e+00 -1.727690554369282760e-01
1.190465112000000047e+01 1.245316359963884167e+01 1.399999999999999911e+00 -1.727695716281957006e-01
1.189273250999999831e+01 1.244131174642377324e+01 1.399999999999999689e+00 -1.727700889412786545e-01
1.188081389999999971e+01 1.242946002087634128e+01 1.399999999999999911e+00 -1.727706073687160504e-01
1.186889529000000110e+01 1.241760842336208803e+01 1.399999999999999911e+00 -1.727711269029081342e-01
1.185697667999999894e+01 1.240575695424795200e+01 1.399999999999999911e+00 -1.727716475361124604e-01
1.184505806999999855e+01 1.239390561390228029e+01 1.399999999999999911e+00 -1.727721692604446413e-01
1.183313945999999994e+01 1.238205440269481983e+01 1.399999999999999689e+00 -1.727726920678763767e-01
1.182122085000000133e+01 1.237020332099673503e+01 1.399999999999999911e+00 -1.727732159502329556e-01
1.180930223999999917e+01 1.235835236918059543e+01 1.399999999999999911e+00 -1.727737408991918133e-01
1.179738362999999879e+01 1.234650154762041829e+01 1.399999999999999911e+00 -1.727742669062817260e-01
1.178546502000000018e+01 1.233465085669163841e+01 1.399999999999999911e+00 -1.727747939628803686e-01
1.177354640999999980e+01 1.232280029677113653e+01 1.399999999999999689e+00 -1.727753220602134265e-01
