# r(a0)  E(Hartree)  E_shifted(Hartree)  # target=PH1 type=1QSm L=30.0 asymptote=global
5.000000000000000000e-01 1.307920338685326422e+00 1.307920338685326422e+00
5.390000000000000346e-01 1.258947022134264238e+00 1.258947022134264238e+00
5.779999999999999583e-01 1.210913985086446543e+00 1.210913985086446543e+00
6.169999999999999929e-01 1.163821227392941138e+00 1.163821227392941138e+00
6.560000000000000275e-01 1.117668748894484088e+00 1.117668748894484088e+00
6.950000000000000622e-01 1.072456549436213047e+00 1.072456549436213047e+00
7.339999999999999858e-01 1.028184628879135865e+00 1.028184628879135865e+00
7.730000000000000204e-01 9.848529871079927389e-01 9.848529871079927389e-01
8.120000000000000551e-01 9.424616240356837871e-01 9.424616240356837871e-01
8.509999999999999787e-01 9.010105396047172199e-01 9.010105396047172199e-01
8.900000000000000133e-01 8.604997337862980711e-01 8.604997337862980711e-01
9.290000000000000480e-01 8.209292065776969682e-01 8.209292065776969682e-01
9.679999999999999716e-01 7.822989579985035746e-01 7.822989579985035746e-01
1.007000000000000117e+00 7.446089880862822863e-01 7.446089880862822863e-01
1.046000000000000041e+00 7.078592968920596196e-01 7.078592968920596196e-01
1.084999999999999964e+00 6.720498844759525969e-01 6.720498844759525969e-01
1.124000000000000110e+00 6.371807509031746086e-01 6.371807509031746086e-01
1.163000000000000034e+00 6.032518962405557517e-01 6.032518962405557517e-01
1.201999999999999957e+00 5.702633205536502548e-01 5.702633205536502548e-01
1.241000000000000103e+00 5.382150239044565243e-01 5.382150239044565243e-01
1.280000000000000027e+00 5.071070063497282732e-01 5.071070063497282732e-01
1.318999999999999950e+00 4.769392679398275492e-01 4.769392679398275492e-01
1.358000000000000096e+00 4.477118087180656514e-01 4.477118087180656514e-01
1.397000000000000020e+00 4.194246287204444479e-01 4.194246287204444479e-01
1.435999999999999943e+00 3.920777279757353684e-01 3.920777279757353684e-01
1.475000000000000089e+00 3.656711065058113608e-01 3.656711065058113608e-01
1.514000000000000012e+00 3.402047643261734700e-01 3.402047643261734700e-01
1.552999999999999936e+00 3.156787014466019836e-01 3.156787014466019836e-01
1.592000000000000082e+00 2.920929178718792985e-01 2.920929178718792985e-01
1.631000000000000005e+00 2.694474136025513111e-01 2.694474136025513111e-01
1.669999999999999929e+00 2.477421886356744318e-01 2.477421886356744318e-01
1.709000000000000075e+00 2.269772429655380896e-01 2.269772429655380896e-01
1.747999999999999998e+00 2.071525765843309219e-01 2.071525765843309219e-01
1.786999999999999922e+00 1.882681894827443192e-01 1.882681894827443192e-01
1.826000000000000068e+00 1.703240816505009469e-01 1.703240816505009469e-01
1.864999999999999991e+00 1.533202530768106309e-01 1.533202530768106309e-01
1.903999999999999915e+00 1.372567037507502197e-01 1.372567037507502197e-01
1.943000000000000060e+00 1.221334336615667870e-01 1.221334336615668009e-01
1.981999999999999984e+00 1.079504427989225190e-01 1.079504427989225190e-01
2.020999999999999908e+00 9.517121120706792392e-02 9.517121120706792392e-02
2.060000000000000053e+00 8.195466766842965378e-02 8.195466766842966766e-02
2.099000000000000199e+00 6.989444217220575073e-02 6.989444217220576461e-02
2.137999999999999901e+00 5.939845480095714420e-02 5.939845480095715113e-02
2.177000000000000046e+00 5.027966111048533249e-02 5.027966111048533249e-02
2.216000000000000192e+00 4.225608806917599547e-02 4.225608806917600241e-02
2.254999999999999893e+00 3.516478387996577193e-02 3.516478387996577887e-02
2.294000000000000039e+00 2.895041195617121393e-02 2.895041195617122087e-02
2.333000000000000185e+00 2.356021044353512339e-02 2.356021044353513033e-02
2.371999999999999886e+00 1.891626402626106485e-02 1.891626402626107178e-02
2.411000000000000032e+00 1.493894524151669762e-02 1.493894524151670455e-02
2.450000000000000178e+00 1.155989699589018288e-02 1.155989699589018982e-02
2.488999999999999879e+00 8.721556421399177805e-03 8.721556421399184744e-03
2.528000000000000025e+00 6.372619053084997709e-03 6.372619053085004648e-03
2.567000000000000171e+00 4.464021299610806959e-03 4.464021299610806959e-03
2.605999999999999872e+00 2.950494644287829371e-03 2.950494644287829371e-03
2.645000000000000018e+00 1.791329311380818190e-03 1.791329311380818190e-03
2.684000000000000163e+00 9.489375104106412273e-04 9.489375104106412273e-04
2.722999999999999865e+00 3.898053141071361472e-04 3.898053141071361472e-04
2.762000000000000011e+00 8.294534029210098858e-05 8.294534029210098858e-05
2.801000000000000156e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.839999999999999858e+00 1.156150058047450413e-04 1.156150058047450413e-04
2.879000000000000004e+00 4.061991082841692746e-04 4.061991082841692746e-04
2.918000000000000149e+00 8.507238557703689086e-04 8.507238557703689086e-04
2.956999999999999851e+00 1.430030771837814685e-03 1.430030771837814685e-03
2.995999999999999996e+00 2.126588161772011154e-03 2.126588161772011154e-03
3.035000000000000142e+00 2.924860082400296268e-03 2.924860082400296268e-03
3.073999999999999844e+00 3.810491504861748813e-03 3.810491504861748813e-03
3.112999999999999989e+00 4.770690753522661975e-03 4.770690753522668914e-03
3.152000000000000135e+00 5.794044293121879130e-03 5.794044293121886069e-03
3.190999999999999837e+00 6.870233947843119859e-03 6.870233947843126798e-03
3.229999999999999982e+00 7.990174467555198612e-03 7.990174467555205551e-03
3.269000000000000128e+00 9.145432334473832525e-03 9.145432334473839464e-03
3.307999999999999829e+00 1.032844101401928644e-02 1.032844101401929338e-02
3.346999999999999975e+00 1.153264376809717828e-02 1.153264376809718522e-02
3.386000000000000121e+00 1.275236766627420998e-02 1.275236766627421692e-02
3.424999999999999822e+00 1.398268926900830822e-02 1.398268926900831516e-02
