# r12 r13 r23 energy(Hartree)
1.200000000000000000e+01 1.310340006596752183e+01 1.399999999999999911e+00 -1.727964056569606666e-01
1.198808138999999962e+01 1.309150962204792634e+01 1.399999999999999911e+00 -1.727971229457324898e-01
1.197616277999999923e+01 1.307961922939952615e+01 1.399999999999999911e+00 -1.727978428717617254e-01
1.196424417000000062e+01 1.306772888816228040e+01 1.399999999999999911e+00 -1.727985654423086770e-01
1.195232556000000024e+01 1.305583859847665096e+01 1.399999999999999911e+00 -1.727992906645922921e-01
1.194040694999999985e+01 1.304394836048361306e+01 1.399999999999999911e+00 -1.728000185457891358e-01
1.192848833999999947e+01 1.303205817432466063e+01 1.399999999999999911e+00 -1.728007490930319745e-01
1.191656973000000086e+01 1.302016804014180096e+01 1.399999999999999911e+00 -1.728014823134086386e-01
1.190465112000000047e+01 1.300827795807755649e+01 1.399999999999999911e+00 -1.728022182139606899e-01
1.189273250999999831e+01 1.299638792827497191e+01 1.399999999999999689e+00 -1.728029568016778705e-01
1.188081389999999971e+01 1.298449795087762304e+01 1.399999999999999911e+00 -1.728036980831735014e-01
1.186889529000000110e+01 1.297260802602960261e+01 1.399999999999999911e+00 -1.728044420644555268e-01
1.185697667999999894e+01 1.296071815387552739e+01 1.399999999999999911e+00 -1.728051887514159835e-01
1.184505806999999855e+01 1.294882833456055948e+01 1.399999999999999911e+00 -1.728059381498819325e-01
1.183313945999999994e+01 1.293693856823038324e+01 1.399999999999999689e+00 -1.728066902656139603e-01
1.182122085000000133e+01 1.292504885503122303e+01 1.399999999999999911e+00 -1.728074451043043747e-01
1.180930223999999917e+01 1.291315919510983257e+01 1.399999999999999911e+00 -1.728082026715760666e-01
1.179738362999999879e+01 1.290126958861351802e+01 1.399999999999999911e+00 -1.728089629729804844e-01
1.178546502000000018e+01 1.288938003569012203e+01 1.399999999999999911e+00 -1.728097260139963010e-01
1.177354640999999980e+01 1.287749053648803077e+01 1.399999999999999689e+00 -1.728104918000277213e-01
1.176162779999999941e+01 1.286560109115618289e+01 1.399999999999999911e+00 -1.728112603364026778e-01
1.174970918999999903e+01 1.285371169984406414e+01 1.399999999999999911e+00 -1.728120316283713598e-01
1.173779057999999864e+01 1.284182236270171629e+01 1.399999999999999911e+00 -1.728128056811044089e-01
1.172587197000000003e+01 1.282993307987973530e+01 1.399999999999999911e+00 -1.728135824996910874e-01
1.171395335999999965e+01 1.281804385152927139e+01 1.399999999999999689e+00 -1.728143620891377241e-01
1.170203474999999926e+01 1.280615467780203964e+01 1.399999999999999911e+00 -1.728151444543656323e-01
1.169011613999999888e+01 1.279426555885031647e+01 1.399999999999999911e+00 -1.728159296002096668e-01
1.167819753000000027e+01 1.278237649482694849e+01 1.399999999999999911e+00 -1.728167175314160586e-01
1.166627891999999989e+01 1.277048748588534366e+01 1.399999999999999911e+00 -1.728175082526406947e-01
1.165436030999999772e+01 1.275859853217948370e+01 1.399999999999999689e+00 -1.728183017684472578e-01
1.164244169999999912e+01 1.274670963386393119e+01 1.399999999999999911e+00 -1.728190980833050616e-01
1.163052309000000051e+01 1.273482079109381360e+01 1.399999999999999911e+00 -1.728198972015875245e-01
1.161860448000000012e+01 1.272293200402484281e+01 1.399999999999999689e+00 -1.728206991275697546e-01
