# r12 r13 r23 energy
1.200000000000000000e+01 1.136485811614029906e+01 1.399999999999999911e+00 -1.727910108168157766e-01
1.198808138999999962e+01 1.135300759566663586e+01 1.399999999999999911e+00 -1.727915502524944302e-01
1.197616277999999923e+01 1.134115721789700437e+01 1.399999999999999911e+00 -1.727920904199134466e-01
1.196424417000000062e+01 1.132930698327920815e+01 1.399999999999999911e+00 -1.727926313261928803e-01
1.195232556000000024e+01 1.131745689226291418e+01 1.399999999999999911e+00 -1.727931729785435189e-01
1.194040694999999985e+01 1.130560694529967769e+01 1.399999999999999911e+00 -1.727937153842686313e-01
1.192848833999999947e+01 1.129375714284294041e+01 1.399999999999999911e+00 -1.727942585507652173e-01
1.191656973000000086e+01 1.128190748534804655e+01 1.399999999999999911e+00 -1.727948024855253117e-01
1.190465112000000047e+01 1.127005797327224279e+01 1.399999999999999911e+00 -1.727953471961375387e-01
1.189273250999999831e+01 1.125820860707470139e+01 1.399999999999999689e+00 -1.727958926902884718e-01
1.188081389999999971e+01 1.124635938721652373e+01 1.399999999999999911e+00 -1.727964389757639385e-01
1.186889529000000110e+01 1.123451031416074741e+01 1.399999999999999911e+00 -1.727969860604509078e-01
1.185697667999999894e+01 1.122266138837236049e+01 1.399999999999999911e+00 -1.727975339523385723e-01
1.184505806999999855e+01 1.121081261031831389e+01 1.399999999999999911e+00 -1.727980826595198749e-01
1.183313945999999994e+01 1.119896398046752850e+01 1.399999999999999689e+00 -1.727986321901933686e-01
1.182122085000000133e+01 1.118711549929090410e+01 1.399999999999999911e+00 -1.727991825526643266e-01
1.180930223999999917e+01 1.117526716726132641e+01 1.399999999999999911e+00 -1.727997337553467405e-01
1.179738362999999879e+01 1.116341898485369910e+01 1.399999999999999911e+00 -1.728002858067647085e-01
1.178546502000000018e+01 1.115157095254492070e+01 1.399999999999999911e+00 -1.728008387155537950e-01
1.177354640999999980e+01 1.113972307081392010e+01 1.399999999999999689e+00 -1.728013924904631127e-01
1.176162779999999941e+01 1.112787534014166013e+01 1.399999999999999911e+00 -1.728019471403566543e-01
1.174970918999999903e+01 1.111602776101114465e+01 1.399999999999999911e+00 -1.728025026742152637e-01
1.173779057999999864e+01 1.110418033390743808e+01 1.399999999999999911e+00 -1.728030591011379402e-01
1.172587197000000003e+01 1.109233305931766900e+01 1.399999999999999911e+00 -1.728036164303438649e-01
1.171395335999999965e+01 1.108048593773103896e+01 1.399999999999999689e+00 -1.728041746711738991e-01
1.170203474999999926e+01 1.106863896963884031e+01 1.399999999999999911e+00 -1.728047338330926108e-01
1.169011613999999888e+01 1.105679215553446504e+01 1.399999999999999911e+00 -1.728052939256898013e-01
1.167819753000000027e+01 1.104494549591341901e+01 1.399999999999999911e+00 -1.728058549586825032e-01
1.166627891999999989e+01 1.103309899127332017e+01 1.399999999999999911e+00 -1.728064169419166740e-01
1.165436030999999772e+01 1.102125264211393052e+01 1.399999999999999689e+00 -1.728069798853691108e-01
1.164244169999999912e+01 1.100940644893714904e+01 1.399999999999999911e+00 -1.728075437991492547e-01
1.163052309000000051e+01 1.099756041224703473e+01 1.399999999999999911e+00 -1.728081086933158650e-01
1.161860448000000012e+01 1.098571453254981023e+01 1.399999999999999689e+00 -1.728086745415140235e-01
1.160668586999999796e+01 1.097386881035387773e+01 1.399999999999999911e+00 -1.728092412364735098e-01
1.159476725999999935e+01 1.096202324616983859e+01 1.399999999999999689e+00 -1.728098086585641568e-01
1.158284865000000075e+01 1.095017784051048437e+01 1.399999999999999911e+00 -1.728103766863384461e-01
1.157093004000000036e+01 1.093833259389082713e+01 1.399999999999999911e+00 -1.728109451965089971e-01
1.155901142999999998e+01 1.092648750682810466e+01 1.399999999999999911e+00 -1.728115140639240044e-01
1.154709282000000137e+01 1.091464257984179653e+01 1.400000000000000133e+00 -1.728120831615439779e-01
1.153517421000000098e+01 1.090279781345362586e+01 1.399999999999999911e+00 -1.728126523604176235e-01
1.152325560000000060e+01 1.089095320818758239e+01 1.399999999999999911e+00 -1.728132215296564467e-01
1.151133699000000021e+01 1.087910876456993137e+01 1.399999999999999911e+00 -1.728137905364111326e-01
1.149941838000000160e+01 1.086726448312922422e+01 1.399999999999999911e+00 -1.728143592458455391e-01
1.148749976999999944e+01 1.085542036439630742e+01 1.400000000000000133e+00 -1.728149275262913787e-01
1.147558116000000084e+01 1.084357640890435093e+01 1.399999999999999911e+00 -1.728154952620839235e-01
1.146366255000000045e+01 1.083173261718883573e+01 1.399999999999999911e+00 -1.728160623397268503e-01
1.145174394000000007e+01 1.081988898978759117e+01 1.399999999999999911e+00 -1.728166286440321331e-01
1.143982532999999968e+01 1.080804552724078782e+01 1.399999999999999911e+00 -1.728171940580990329e-01
1.142790672000000107e+01 1.079620223009096769e+01 1.400000000000000133e+00 -1.728177584632911989e-01
1.141598811000000069e+01 1.078435909888303890e+01 1.399999999999999911e+00 -1.728183217392151583e-01
1.140406950000000030e+01 1.077251613416430587e+01 1.399999999999999911e+00 -1.728188837636966402e-01
1.139215088999999992e+01 1.076067333648446933e+01 1.399999999999999911e+00 -1.728194444127575391e-01
1.138023228000000131e+01 1.074883070639565119e+01 1.399999999999999911e+00 -1.728200035605935714e-01
1.136831366999999915e+01 1.073698824445239275e+01 1.399999999999999911e+00 -1.728205610795490454e-01
1.135639506000000054e+01 1.072514595121168668e+01 1.399999999999999911e+00 -1.728211168400940190e-01
1.134447645000000016e+01 1.071330382723296992e+01 1.399999999999999911e+00 -1.728216707107996797e-01
1.133255783999999977e+01 1.070146187307815744e+01 1.399999999999999911e+00 -1.728222225583133376e-01
1.132063922999999939e+01 1.068962008931164043e+01 1.399999999999999911e+00 -1.728227722473336114e-01
1.130872062000000078e+01 1.067777847650030587e+01 1.399999999999999911e+00 -1.728233196405853100e-01
1.129680201000000039e+01 1.066593703521355252e+01 1.399999999999999911e+00 -1.728238645987932864e-01
1.128488340000000001e+01 1.065409576602329800e+01 1.399999999999999911e+00 -1.728244069806569305e-01
1.127296478999999962e+01 1.064225466950400190e+01 1.399999999999999911e+00 -1.728249466428233849e-01
1.126104618000000102e+01 1.063041374623267643e+01 1.399999999999999911e+00 -1.728254834398610107e-01
1.124912756999999885e+01 1.061857299678888644e+01 1.399999999999999911e+00 -1.728260172242319370e-01
1.123720896000000025e+01 1.060673242175479380e+01 1.399999999999999911e+00 -1.728265478462652771e-01
1.122529034999999986e+01 1.059489202171513966e+01 1.399999999999999911e+00 -1.728270751541286232e-01
1.121337174000000125e+01 1.058305179725728529e+01 1.399999999999999911e+00 -1.728275989937996249e-01
1.120145312999999909e+01 1.057121174897120142e+01 1.399999999999999911e+00 -1.728281192090384555e-01
1.118953452000000048e+01 1.055937187744951267e+01 1.399999999999999911e+00 -1.728286356413574754e-01
1.117761591000000010e+01 1.054753218328747799e+01 1.399999999999999911e+00 -1.728291481299928656e-01
1.116569729999999971e+01 1.053569266708303687e+01 1.399999999999999911e+00 -1.728296565118740968e-01
1.115377868999999933e+01 1.052385332943680396e+01 1.399999999999999911e+00 -1.728301606215942032e-01
1.114186008000000072e+01 1.051201417095209223e+01 1.399999999999999911e+00 -1.728306602913785850e-01
1.112994146999999856e+01 1.050017519223492535e+01 1.399999999999999911e+00 -1.728311553510542276e-01
1.111802285999999995e+01 1.048833639389405725e+01 1.399999999999999911e+00 -1.728316457162865083e-01
1.110610424999999957e+01 1.047649777654097747e+01 1.399999999999999911e+00 -1.728321316722249146e-01
1.109418564000000096e+01 1.046465934078994486e+01 1.399999999999999911e+00 -1.728326136060068241e-01
1.108226702999999880e+01 1.045282108725797521e+01 1.399999999999999911e+00 -1.728330919111358555e-01
1.107034842000000019e+01 1.044098301656489092e+01 1.399999999999999911e+00 -1.728335669875673553e-01
1.105842980999999980e+01 1.042914512933330684e+01 1.399999999999999911e+00 -1.728340392417962446e-01
1.104651119999999942e+01 1.041730742618866046e+01 1.399999999999999911e+00 -1.728345090869470857e-01
1.103459258999999903e+01 1.040546990775922964e+01 1.399999999999999911e+00 -1.728349769428639271e-01
1.102267398000000043e+01 1.039363257467614332e+01 1.399999999999999911e+00 -1.728354432362017856e-01
