# r1 r2 r3 energy
   18.000000    18.000000     1.400000    -0.172634
   17.999951    17.999951     1.410000    -0.172625
   17.999934    17.999934     1.400000    -0.172634
   17.999885    17.999885     1.410000    -0.172625
   17.999868    17.999868     1.400000    -0.172634
   17.999820    17.999820     1.409999    -0.172625
   17.999802    17.999802     1.399999    -0.172634
   17.999754    17.999754     1.409999    -0.172625
   17.999736    17.999736     1.399999    -0.172634
   17.999688    17.999688     1.409999    -0.172625
   17.999671    17.999671     1.399999    -0.172634
   17.999622    17.999622     1.409999    -0.172625
   17.999605    17.999605     1.399999    -0.172634
   17.999556    17.999556     1.409999    -0.172625
   17.999539    17.999539     1.399999    -0.172634
   17.999490    17.999490     1.409998    -0.172625
   17.999473    17.999473     1.399998    -0.172634
   17.999424    17.999424     1.409998    -0.172625
   17.999407    17.999407     1.399998    -0.172634
   17.999358    17.999358     1.409998    -0.172625
   17.999341    17.999341     1.399998    -0.172634
   17.999293    17.999293     1.409998    -0.172625
   17.999275    17.999275     1.399998    -0.172634
   17.999227    17.999227     1.409997    -0.172625
   17.999210    17.999210     1.399998    -0.172634
   17.999161    17.999161     1.409997    -0.172625
   17.999144    17.999144     1.399997    -0.172634
   17.999095    17.999095     1.409997    -0.172625
   17.999078    17.999078     1.399997    -0.172634
   17.999029    17.999029     1.409997    -0.172625
   17.999012    17.999012     1.399997    -0.172634
   17.998963    17.998963     1.409997    -0.172625
   17.998946    17.998946     1.399997    -0.172634
   17.998898    17.998898     1.409996    -0.172625
   17.998880    17.998880     1.399996    -0.172634
   17.998832    17.998832     1.409996    -0.172625
   17.998815    17.998815     1.399996    -0.172634
   17.998766    17.998766     1.409996    -0.172625
   17.998749    17.998749     1.399996    -0.172634
   17.998700    17.998700     1.409996    -0.172625
   17.998683    17.998683     1.399996    -0.172634
   17.998634    17.998634     1.409996    -0.172625
   17.998617    17.998617     1.399996    -0.172634
   17.998568    17.998568     1.409995    -0.172625
   17.998551    17.998551     1.399995    -0.172634
   17.998503    17.998503     1.409995    -0.172625
   17.998485    17.998485     1.399995    -0.172634
   17.998437    17.998437     1.409995    -0.172625
   17.998420    17.998420     1.399995    -0.172634
   17.998371    17.998371     1.409995    -0.172625
   17.998354    17.998354     1.399995    -0.172634
   17.998305    17.998305     1.409995    -0.172625
   17.998288    17.998288     1.399995    -0.172634
   17.998239    17.998239     1.409994    -0.172625
   17.998222    17.998222     1.399994    -0.172634
   17.998173    17.998173     1.409994    -0.172625
   17.998156    17.998156     1.399994    -0.172634
   17.998108    17.998108     1.409994    -0.172625
   17.998090    17.998090     1.399994    -0.172634
   17.998042    17.998042     1.409994    -0.172625
   17.998025    17.998025     1.399994    -0.172634
   17.997976    17.997976     1.409994    -0.172625
   17.997959    17.997959     1.399994    -0.172634
   17.997910    17.997910     1.409993    -0.172625
   17.997893    17.997893     1.399993    -0.172634
   17.997844    17.997844     1.409993    -0.172625
   17.997827    17.997827     1.399993    -0.172634
   17.997779    17.997779     1.409993    -0.172625
   17.997761    17.997761     1.399993    -0.172634
   17.997713    17.997713     1.409993    -0.172625
   17.997696    17.997696     1.399993    -0.172634
   17.997647    17.997647     1.409993    -0.172625
   17.997630    17.997630     1.399993    -0.172634
   17.997581    17.997581     1.409992    -0.172625
   17.997564    17.997564     1.399992    -0.172634
   17.997515    17.997515     1.409992    -0.172625
   17.997498    17.997498     1.399992    -0.172634
   17.997450    17.997450     1.409992    -0.172625
   17.997432    17.997432     1.399992    -0.172634
   17.997384    17.997384     1.409992    -0.172625
   17.997367    17.997367     1.399992    -0.172634
   17.997318    17.997318     1.409991    -0.172625
   17.997301    17.997301     1.399991    -0.172634
   17.997252    17.997252     1.409991    -0.172625
   17.997235    17.997235     1.399991    -0.172634
   17.997186    17.997186     1.409991    -0.172625
   17.997169    17.997169     1.399991    -0.172634
   17.997121    17.997121     1.409991    -0.172625
   17.997103    17.997103     1.399991    -0.172634
   17.997055    17.997055     1.409991    -0.172625
   17.997038    17.997038     1.399991    -0.172634
   17.996989    17.996989     1.409990    -0.172625
   17.996972    17.996972     1.399990    -0.172634
   17.996923    17.996923     1.409990    -0.172625
   17.996906    17.996906     1.399990    -0.172634
   17.996858    17.996858     1.409990    -0.172625
   17.996840    17.996840     1.399990    -0.172634
   17.996792    17.996792     1.409990    -0.172625
   17.996775    17.996775     1.399990    -0.172634
   17.996726    17.996726     1.409990    -0.172625
   17.996709    17.996709     1.399990    -0.172634
   17.996660    17.996660     1.409989    -0.172625
   17.996643    17.996643     1.399989    -0.172634
   17.996595    17.996595     1.409989    -0.172625
   17.996577    17.996577     1.399989    -0.172634
   17.996529    17.996529     1.409989    -0.172625
   17.996512    17.996512     1.399989    -0.172634
   17.996463    17.996463     1.409989    -0.172625
   17.996446    17.996446     1.399989    -0.172634
   17.996397    17.996397     1.409989    -0.172625
   17.996380    17.996380     1.399989    -0.172634
   17.996331    17.996331     1.409988    -0.172625
   17.996314    17.996314     1.399988    -0.172634
   17.996266    17.996266     1.409988    -0.172625
   17.996249    17.996249     1.399988    -0.172634
   17.996200    17.996200     1.409988    -0.172625
   17.996183    17.996183     1.399988    -0.172634
   17.996134    17.996134     1.409988    -0.172625
   17.996117    17.996117     1.399988    -0.172634
   17.996069    17.996069     1.409988    -0.172625
   17.996051    17.996051     1.399988    -0.172634
   17.996003    17.996003     1.409987    -0.172625
   17.995986    17.995986     1.399987    -0.172634
   17.995937    17.995937     1.409987    -0.172625
   17.995920    17.995920     1.399987    -0.172634
   17.995871    17.995871     1.409987    -0.172625
   17.995854    17.995854     1.399987    -0.172634
   17.995806    17.995806     1.409987    -0.172625
   17.995788    17.995788     1.399987    -0.172634
   17.995740    17.995740     1.409987    -0.172625
   17.995723    17.995723     1.399987    -0.172634
   17.995674    17.995674     1.409986    -0.172625
   17.995657    17.995657     1.399986    -0.172634
   17.995608    17.995608     1.409986    -0.172625
   17.995591    17.995591     1.399986    -0.172634
   17.995543    17.995543     1.409986    -0.172625
   17.995525    17.995525     1.399986    -0.172634
   17.995477    17.995477     1.409986    -0.172625
   17.995460    17.995460     1.399986    -0.172634
   17.995411    17.995411     1.409985    -0.172625
   17.995394    17.995394     1.399986    -0.172634
   17.995345    17.995345     1.409985    -0.172625
   17.995328    17.995328     1.399985    -0.172634
   17.995280    17.995280     1.409985    -0.172625
   17.995263    17.995263     1.399985    -0.172634
   17.995214    17.995214     1.409985    -0.172625
   17.995197    17.995197     1.399985    -0.172634
   17.995148    17.995148     1.409985    -0.172625
   17.995131    17.995131     1.399985    -0.172634
   17.995083    17.995083     1.409984    -0.172625
   17.995065    17.995065     1.399984    -0.172634
   17.995017    17.995017     1.409984    -0.172625
   17.995000    17.995000     1.399984    -0.172634
   17.994951    17.994951     1.409984    -0.172625
   17.994934    17.994934     1.399984    -0.172634
   17.994886    17.994886     1.409984    -0.172625
   17.994868    17.994868     1.399984    -0.172634
   17.994820    17.994820     1.409984    -0.172625
   17.994803    17.994803     1.399984    -0.172634
   17.994754    17.994754     1.409983    -0.172625
   17.994737    17.994737     1.399983    -0.172634
   17.994688    17.994688     1.409983    -0.172625
   17.994671    17.994671     1.399983    -0.172634
   17.994623    17.994623     1.409983    -0.172625
   17.994606    17.994606     1.399983    -0.172634
   17.994557    17.994557     1.409983    -0.172625
   17.994540    17.994540     1.399983    -0.172634
   17.994491    17.994491     1.409983    -0.172625
   17.994474    17.994474     1.399983    -0.172634
   17.994426    17.994426     1.409982    -0.172625
   17.994408    17.994408     1.399982    -0.172634
   17.994360    17.994360     1.409982    -0.172625
   17.994343    17.994343     1.399982    -0.172634
   17.994294    17.994294     1.409982    -0.172625
   17.994277    17.994277     1.399982    -0.172634
   17.994229    17.994229     1.409982    -0.172625
   17.994211    17.994211     1.399982    -0.172634
   17.994163    17.994163     1.409982    -0.172625
   17.994146    17.994146     1.399982    -0.172634
   17.994097    17.994097     1.409981    -0.172625
   17.994080    17.994080     1.399981    -0.172634
   17.994032    17.994032     1.409981    -0.172625
   17.994014    17.994014     1.399981    -0.172634
   17.993966    17.993966     1.409981    -0.172625
   17.993949    17.993949     1.399981    -0.172634
   17.993900    17.993900     1.409981    -0.172625
   17.993883    17.993883     1.399981    -0.172634
   17.993835    17.993835     1.409981    -0.172625
   17.993817    17.993817     1.399981    -0.172634
   17.993769    17.993769     1.409980    -0.172625
   17.993752    17.993752     1.399980    -0.172634
   17.993703    17.993703     1.409980    -0.172625
   17.993686    17.993686     1.399980    -0.172634
   17.993638    17.993638     1.409980    -0.172625
   17.993620    17.993620     1.399980    -0.172634
   17.993572    17.993572     1.409980    -0.172625
   17.993555    17.993555     1.399980    -0.172634
   17.993506    17.993506     1.409980    -0.172625
   17.993489    17.993489     1.399980    -0.172634
   17.993441    17.993441     1.409979    -0.172625
   17.993423    17.993423     1.399979    -0.172634
   17.993375    17.993375     1.409979    -0.172625
   17.993358    17.993358     1.399979    -0.172634
   17.993309    17.993309     1.409979    -0.172625
   17.993292    17.993292     1.399979    -0.172634
   17.993244    17.993244     1.409979    -0.172625
   17.993227    17.993227     1.399979    -0.172634
   17.993178    17.993178     1.409979    -0.172625
   17.993161    17.993161     1.399979    -0.172634
   17.993112    17.993112     1.409978    -0.172625
   17.993095    17.993095     1.399978    -0.172634
   17.993047    17.993047     1.409978    -0.172625
   17.993030    17.993030     1.399978    -0.172634
   17.992981    17.992981     1.409978    -0.172625
   17.992964    17.992964     1.399978    -0.172634
   17.992916    17.992916     1.409978    -0.172625
   17.992898    17.992898     1.399978    -0.172634
   17.992850    17.992850     1.409977    -0.172625
   17.992833    17.992833     1.399978    -0.172634
   17.992784    17.992784     1.409977    -0.172625
   17.992767    17.992767     1.399977    -0.172634
   17.992719    17.992719     1.409977    -0.172625
   17.992701    17.992701     1.399977    -0.172634
   17.992653    17.992653     1.409977    -0.172625
   17.992636    17.992636     1.399977    -0.172634
   17.992587    17.992587     1.409977    -0.172625
   17.992570    17.992570     1.399977    -0.172634
   17.992522    17.992522     1.409976    -0.172625
   17.992505    17.992505     1.399976    -0.172634
   17.992456    17.992456     1.409976    -0.172625
   17.992439    17.992439     1.399976    -0.172634
   17.992391    17.992391     1.409976    -0.172625
   17.992373    17.992373     1.399976    -0.172634
   17.992325    17.992325     1.409976    -0.172625
   17.992308    17.992308     1.399976    -0.172634
   17.992259    17.992259     1.409976    -0.172625
   17.992242    17.992242     1.399976    -0.172634
   17.992194    17.992194     1.409975    -0.172625
   17.992177    17.992177     1.399975    -0.172634
   17.992128    17.992128     1.409975    -0.172625
   17.992111    17.992111     1.399975    -0.172634
   17.992063    17.992063     1.409975    -0.172625
   17.992045    17.992045     1.399975    -0.172634
   17.991997    17.991997     1.409975    -0.172625
   17.991980    17.991980     1.399975    -0.172634
   17.991931    17.991931     1.409975    -0.172625
   17.991914    17.991914     1.399975    -0.172634
   17.991866    17.991866     1.409974    -0.172625
   17.991849    17.991849     1.399974    -0.172634
   17.991800    17.991800     1.409974    -0.172625
   17.991783    17.991783     1.399974    -0.172634
   17.991735    17.991735     1.409974    -0.172625
   17.991717    17.991717     1.399974    -0.172634
   17.991669    17.991669     1.409974    -0.172625
   17.991652    17.991652     1.399974    -0.172634
   17.991603    17.991603     1.409974    -0.172625
   17.991586    17.991586     1.399974    -0.172634
   17.991538    17.991538     1.409973    -0.172625
   17.991521    17.991521     1.399973    -0.172634
   17.991472    17.991472     1.409973    -0.172625
   17.991455    17.991455     1.399973    -0.172634
   17.991407    17.991407     1.409973    -0.172625
   17.991389    17.991389     1.399973    -0.172634
   17.991341    17.991341     1.409973    -0.172625
   17.991324    17.991324     1.399973    -0.172634
   17.991275    17.991275     1.409973    -0.172625
   17.991258    17.991258     1.399973    -0.172634
