# r12 r13 r23 energy(Hartree)
1.200000000000000000e+01 1.159603911619211125e+01 1.399999999999999911e+00 -1.728444365757387524e-01
1.198808138999999962e+01 1.158419753503379646e+01 1.399999999999999911e+00 -1.728453271042575123e-01
1.197616277999999923e+01 1.157235611202996672e+01 1.399999999999999911e+00 -1.728462206662545464e-01
1.196424417000000062e+01 1.156051484766661375e+01 1.399999999999999911e+00 -1.728471172637511821e-01
1.195232556000000024e+01 1.154867374243171874e+01 1.399999999999999911e+00 -1.728480168986190890e-01
1.194040694999999985e+01 1.153683279681525242e+01 1.399999999999999911e+00 -1.728489195725774752e-01
1.192848833999999947e+01 1.152499201130920170e+01 1.399999999999999911e+00 -1.728498252871903673e-01
1.191656973000000086e+01 1.151315138640756786e+01 1.399999999999999911e+00 -1.728507340438638351e-01
1.190465112000000047e+01 1.150131092260637544e+01 1.399999999999999911e+00 -1.728516458438431880e-01
1.189273250999999831e+01 1.148947062040369005e+01 1.399999999999999689e+00 -1.728525606891602173e-01
1.188081389999999971e+01 1.147763048029963073e+01 1.399999999999999911e+00 -1.728534785870236845e-01
1.186889529000000110e+01 1.146579050279636824e+01 1.399999999999999911e+00 -1.728543995464209282e-01
1.185697667999999894e+01 1.145395068839814101e+01 1.399999999999999911e+00 -1.728553235762870788e-01
1.184505806999999855e+01 1.144211103761127468e+01 1.399999999999999911e+00 -1.728562506855017000e-01
1.183313945999999994e+01 1.143027155094418390e+01 1.399999999999999689e+00 -1.728571808828871792e-01
1.182122085000000133e+01 1.141843222890738652e+01 1.399999999999999911e+00 -1.728581141772070617e-01
1.180930223999999917e+01 1.140659307201350003e+01 1.399999999999999911e+00 -1.728590505771645525e-01
1.179738362999999879e+01 1.139475408077728424e+01 1.399999999999999911e+00 -1.728599900914006837e-01
1.178546502000000018e+01 1.138291525571562346e+01 1.399999999999999911e+00 -1.728609327284926223e-01
1.177354640999999980e+01 1.137107659734754250e+01 1.399999999999999689e+00 -1.728618784969520872e-01
1.176162779999999941e+01 1.135923810619423335e+01 1.399999999999999911e+00 -1.728628274052233238e-01
1.174970918999999903e+01 1.134739978277904804e+01 1.399999999999999911e+00 -1.728637794616816881e-01
1.173779057999999864e+01 1.133556162762752351e+01 1.399999999999999911e+00 -1.728647346746315094e-01
1.172587197000000003e+01 1.132372364126737807e+01 1.399999999999999911e+00 -1.728656930523043977e-01
1.171395335999999965e+01 1.131188582422853983e+01 1.399999999999999689e+00 -1.728666546028573836e-01
1.170203474999999926e+01 1.130004817704314490e+01 1.399999999999999911e+00 -1.728676193343708922e-01
1.169011613999999888e+01 1.128821070024555517e+01 1.399999999999999911e+00 -1.728685872548470781e-01
1.167819753000000027e+01 1.127637339437237252e+01 1.399999999999999911e+00 -1.728695583722076323e-01
1.166627891999999989e+01 1.126453625996244057e+01 1.399999999999999911e+00 -1.728705326942918397e-01
1.165436030999999772e+01 1.125269929755686427e+01 1.399999999999999689e+00 -1.728715102288546634e-01
1.164244169999999912e+01 1.124086250769902406e+01 1.399999999999999911e+00 -1.728724909835644974e-01
1.163052309000000051e+01 1.122902589093457948e+01 1.399999999999999911e+00 -1.728734749660014447e-01
1.161860448000000012e+01 1.121718944781148330e+01 1.399999999999999689e+00 -1.728744621836547923e-01
1.160668586999999796e+01 1.120535317887999760e+01 1.399999999999999911e+00 -1.728754526439210404e-01
1.159476725999999935e+01 1.119351708469270967e+01 1.399999999999999689e+00 -1.728764463541019314e-01
1.158284865000000075e+01 1.118168116580453031e+01 1.399999999999999911e+00 -1.728774433214018136e-01
1.157093004000000036e+01 1.116984542277271508e+01 1.399999999999999911e+00 -1.728784435529257812e-01
1.155901142999999998e+01 1.115800985615687857e+01 1.399999999999999911e+00 -1.728794470556771767e-01
1.154709282000000137e+01 1.114617446651900501e+01 1.400000000000000133e+00 -1.728804538365553423e-01
1.153517421000000098e+01 1.113433925442345362e+01 1.399999999999999911e+00 -1.728814639023532607e-01
1.152325560000000060e+01 1.112250422043698350e+01 1.399999999999999911e+00 -1.728824772597551684e-01
1.151133699000000021e+01 1.111066936512875536e+01 1.399999999999999911e+00 -1.728834939153341688e-01
1.149941838000000160e+01 1.109883468907035642e+01 1.399999999999999911e+00 -1.728845138755498168e-01
1.148749976999999944e+01 1.108700019283579152e+01 1.400000000000000133e+00 -1.728855371483358494e-01
1.147558116000000084e+01 1.107516587700152932e+01 1.399999999999999911e+00 -1.728865637470471672e-01
1.146366255000000045e+01 1.106333174214647741e+01 1.399999999999999911e+00 -1.728875936862168394e-01
1.145174394000000007e+01 1.105149778885202849e+01 1.399999999999999911e+00 -1.728886269803767417e-01
1.143982532999999968e+01 1.103966401770205152e+01 1.399999999999999911e+00 -1.728896636440565016e-01
1.142790672000000107e+01 1.102783042928291657e+01 1.400000000000000133e+00 -1.728907036917821660e-01
1.141598811000000069e+01 1.101599702418349835e+01 1.399999999999999911e+00 -1.728917471380753412e-01
1.140406950000000030e+01 1.100416380299519936e+01 1.399999999999999911e+00 -1.728927939974516659e-01
1.139215088999999992e+01 1.099233076631196404e+01 1.399999999999999911e+00 -1.728938442829124622e-01
1.138023228000000131e+01 1.098049791473028058e+01 1.399999999999999911e+00 -1.728948979886002213e-01
1.136831366999999915e+01 1.096866524884920047e+01 1.399999999999999911e+00 -1.728959550955316005e-01
1.135639506000000054e+01 1.095683276927036509e+01 1.399999999999999911e+00 -1.728970155839655298e-01
1.134447645000000016e+01 1.094500047659799336e+01 1.399999999999999911e+00 -1.728980794336357485e-01
1.133255783999999977e+01 1.093316837143892251e+01 1.399999999999999911e+00 -1.728991466237428110e-01
1.132063922999999939e+01 1.092133645440260103e+01 1.399999999999999911e+00 -1.729002171329460935e-01
1.130872062000000078e+01 1.090950472610111888e+01 1.399999999999999911e+00 -1.729012909393556341e-01
1.129680201000000039e+01 1.089767318714920563e+01 1.399999999999999911e+00 -1.729023680205237778e-01
1.128488340000000001e+01 1.088584183816426254e+01 1.399999999999999911e+00 -1.729034483534368505e-01
1.127296478999999962e+01 1.087401067976636071e+01 1.399999999999999911e+00 -1.729045319145066650e-01
1.126104618000000102e+01 1.086217971257827308e+01 1.399999999999999911e+00 -1.729056186795618344e-01
1.124912756999999885e+01 1.085034893722546201e+01 1.399999999999999911e+00 -1.729067086238390005e-01
1.123720896000000025e+01 1.083851835433613076e+01 1.399999999999999911e+00 -1.729078017219740637e-01
1.122529034999999986e+01 1.082668796454119864e+01 1.399999999999999911e+00 -1.729088979479931065e-01
1.121337174000000125e+01 1.081485776847435076e+01 1.399999999999999911e+00 -1.729099972753033176e-01
1.120145312999999909e+01 1.080302776677202559e+01 1.399999999999999911e+00 -1.729110996766837216e-01
1.118953452000000048e+01 1.079119796007345400e+01 1.399999999999999911e+00 -1.729122051242757419e-01
1.117761591000000010e+01 1.077936834902065044e+01 1.399999999999999911e+00 -1.729133135895738194e-01
1.116569729999999971e+01 1.076753893425845021e+01 1.399999999999999911e+00 -1.729144250434156427e-01
1.115377868999999933e+01 1.075570971643450591e+01 1.399999999999999911e+00 -1.729155394559724890e-01
1.114186008000000072e+01 1.074388069619932118e+01 1.399999999999999911e+00 -1.729166567967391488e-01
1.112994146999999856e+01 1.073205187420624362e+01 1.399999999999999911e+00 -1.729177770345240450e-01
1.111802285999999995e+01 1.072022325111151098e+01 1.399999999999999911e+00 -1.729189001374389079e-01
1.110610424999999957e+01 1.070839482757423156e+01 1.399999999999999911e+00 -1.729200260728885330e-01
1.109418564000000096e+01 1.069656660425643224e+01 1.399999999999999911e+00 -1.729211548075601790e-01
1.108226702999999880e+01 1.068473858182304603e+01 1.399999999999999911e+00 -1.729222863074130201e-01
1.107034842000000019e+01 1.067291076094196178e+01 1.399999999999999911e+00 -1.729234205376674050e-01
1.105842980999999980e+01 1.066108314228400111e+01 1.399999999999999911e+00 -1.729245574627937265e-01
1.104651119999999942e+01 1.064925572652296282e+01 1.399999999999999911e+00 -1.729256970465015975e-01
1.103459258999999903e+01 1.063742851433563352e+01 1.399999999999999911e+00 -1.729268392517284147e-01
1.102267398000000043e+01 1.062560150640180012e+01 1.399999999999999911e+00 -1.729279840406280078e-01
1.101075536999999827e+01 1.061377470340426221e+01 1.399999999999999911e+00 -1.729291313745590364e-01
1.099883675999999966e+01 1.060194810602886051e+01 1.399999999999999911e+00 -1.729302812140681156e-01
1.098691814999999927e+01 1.059012171496448396e+01 1.399999999999999911e+00 -1.729314335114098267e-01
1.097499954000000066e+01 1.057829553090309460e+01 1.399999999999999911e+00 -1.729325881954466015e-01
1.096308093000000028e+01 1.056646955453972936e+01 1.400000000000000133e+00 -1.729337451895434363e-01
1.095116232000000167e+01 1.055464378657254620e+01 1.399999999999999911e+00 -1.729349044156818782e-01
1.093924371000000129e+01 1.054281822770280108e+01 1.399999999999999911e+00 -1.729360657944407076e-01
1.092732509999999913e+01 1.053099287863490474e+01 1.399999999999999911e+00 -1.729372292449758985e-01
1.091540649000000052e+01 1.051916774007642097e+01 1.399999999999999911e+00 -1.729383946850009124e-01
1.090348788000000191e+01 1.050734281273807724e+01 1.400000000000000133e+00 -1.729395620307661030e-01
1.089156927000000152e+01 1.049551809733379315e+01 1.399999999999999911e+00 -1.729407311977130546e-01
1.087965065999999936e+01 1.048369359458070349e+01 1.399999999999999911e+00 -1.729419021297048387e-01
1.086773205000000075e+01 1.047186930519916892e+01 1.399999999999999911e+00 -1.729430748107918525e-01
1.085581344000000215e+01 1.046004522991278485e+01 1.399999999999999911e+00 -1.729442492276171139e-01
1.084389482999999998e+01 1.044822136944841517e+01 1.400000000000000133e+00 -1.729454253664548247e-01
1.083197621999999960e+01 1.043639772453620651e+01 1.399999999999999911e+00 -1.729466032132045972e-01
1.082005761000000099e+01 1.042457429590960238e+01 1.399999999999999911e+00 -1.729477827533853485e-01
1.080813900000000061e+01 1.041275108430536278e+01 1.399999999999999911e+00 -1.729489639721292771e-01
1.079622039000000022e+01 1.040092809046358546e+01 1.399999999999999911e+00 -1.729501468541757847e-01
1.078430177999999984e+01 1.038910531512772550e+01 1.399999999999999911e+00 -1.729513313838650646e-01
1.077238317000000123e+01 1.037728275904460951e+01 1.399999999999999911e+00 -1.729525175451318009e-01
1.076046456000000084e+01 1.036546042296445513e+01 1.399999999999999911e+00 -1.729537053214987297e-01
1.074854595000000046e+01 1.035363830764089954e+01 1.399999999999999911e+00 -1.729548946960700606e-01
1.073662734000000007e+01 1.034181641383100647e+01 1.399999999999999911e+00 -1.729560856515248712e-01
1.072470872999999969e+01 1.032999474229529291e+01 1.399999999999999911e+00 -1.729572781701102790e-01
1.071279012000000108e+01 1.031817329379774684e+01 1.399999999999999911e+00 -1.729584722336346136e-01
1.070087151000000070e+01 1.030635206910584500e+01 1.399999999999999911e+00 -1.729596678234604501e-01
1.068895290000000031e+01 1.029453106899057957e+01 1.399999999999999911e+00 -1.729608649204975590e-01
1.067703428999999993e+01 1.028271029422646521e+01 1.399999999999999911e+00 -1.729620635051956345e-01
1.066511568000000132e+01 1.027088974559157997e+01 1.399999999999999911e+00 -1.729632635575371058e-01
1.065319707000000093e+01 1.025906942386755638e+01 1.399999999999999911e+00 -1.729644650570296704e-01
1.064127845999999877e+01 1.024724932983963299e+01 1.399999999999999911e+00 -1.729656679826988286e-01
1.062935985000000016e+01 1.023542946429665434e+01 1.399999999999999911e+00 -1.729668723130801111e-01
1.061744124000000156e+01 1.022360982803109941e+01 1.399999999999999911e+00 -1.729680780262114470e-01
1.060552262999999940e+01 1.021179042183909402e+01 1.399999999999999911e+00 -1.729692850996252529e-01
1.059360401999999901e+01 1.019997124652045173e+01 1.399999999999999911e+00 -1.729704935103404395e-01
1.058168541000000040e+01 1.018815230287866846e+01 1.399999999999999911e+00 -1.729717032348541961e-01
1.056976680000000179e+01 1.017633359172096696e+01 1.399999999999999911e+00 -1.729729142491339133e-01
