# r12 r13 r23 energy(Hartree)
1.200000000000000000e+01 1.340000000000000036e+01 1.399999999999999911e+00 -1.727492503144327785e-01
1.198808138999999962e+01 1.338808138999999997e+01 1.399999999999999911e+00 -1.727497075978415564e-01
1.197616277999999923e+01 1.337616277999999959e+01 1.399999999999999911e+00 -1.727501658540422647e-01
1.196424417000000062e+01 1.336424417000000098e+01 1.399999999999999911e+00 -1.727506250734529014e-01
1.195232556000000024e+01 1.335232556000000059e+01 1.399999999999999911e+00 -1.727510852463029767e-01
1.194040694999999985e+01 1.334040695000000021e+01 1.399999999999999911e+00 -1.727515463626342340e-01
1.192848833999999947e+01 1.332848833999999982e+01 1.399999999999999911e+00 -1.727520084122955157e-01
1.191656973000000086e+01 1.331656972999999944e+01 1.399999999999999911e+00 -1.727524713849419025e-01
1.190465112000000047e+01 1.330465112000000083e+01 1.399999999999999911e+00 -1.727529352700303833e-01
1.189273250999999831e+01 1.329273250999999689e+01 1.399999999999999689e+00 -1.727534000568195227e-01
1.188081389999999971e+01 1.328081390000000006e+01 1.399999999999999911e+00 -1.727538657343623829e-01
1.186889529000000110e+01 1.326889529000000145e+01 1.399999999999999911e+00 -1.727543322915099655e-01
1.185697667999999894e+01 1.325697667999999929e+01 1.399999999999999911e+00 -1.727547997169035232e-01
1.184505806999999855e+01 1.324505806999999891e+01 1.399999999999999911e+00 -1.727552679989740048e-01
1.183313945999999994e+01 1.323313945999999852e+01 1.399999999999999689e+00 -1.727557371259370866e-01
1.182122085000000133e+01 1.322122085000000169e+01 1.399999999999999911e+00 -1.727562070857933119e-01
1.180930223999999917e+01 1.320930223999999953e+01 1.399999999999999911e+00 -1.727566778663232050e-01
1.179738362999999879e+01 1.319738362999999914e+01 1.399999999999999911e+00 -1.727571494550835807e-01
1.178546502000000018e+01 1.318546502000000054e+01 1.399999999999999911e+00 -1.727576218394064334e-01
1.177354640999999980e+01 1.317354641000000015e+01 1.399999999999999689e+00 -1.727580950063948018e-01
1.176162779999999941e+01 1.316162779999999977e+01 1.399999999999999911e+00 -1.727585689429194382e-01
1.174970918999999903e+01 1.314970918999999761e+01 1.399999999999999911e+00 -1.727590436356173098e-01
1.173779057999999864e+01 1.313779057999999900e+01 1.399999999999999911e+00 -1.727595190708856310e-01
1.172587197000000003e+01 1.312587197000000039e+01 1.399999999999999911e+00 -1.727599952348802814e-01
1.171395335999999965e+01 1.311395335999999823e+01 1.399999999999999689e+00 -1.727604721135136134e-01
1.170203474999999926e+01 1.310203474999999962e+01 1.399999999999999911e+00 -1.727609496924483734e-01
1.169011613999999888e+01 1.309011613999999923e+01 1.399999999999999911e+00 -1.727614279570963696e-01
1.167819753000000027e+01 1.307819752999999885e+01 1.399999999999999911e+00 -1.727619068926148638e-01
1.166627891999999989e+01 1.306627892000000024e+01 1.399999999999999911e+00 -1.727623864839029910e-01
1.165436030999999772e+01 1.305436030999999808e+01 1.399999999999999689e+00 -1.727628667155977349e-01
1.164244169999999912e+01 1.304244169999999947e+01 1.399999999999999911e+00 -1.727633475720692369e-01
1.163052309000000051e+01 1.303052309000000086e+01 1.399999999999999911e+00 -1.727638290374207963e-01
1.161860448000000012e+01 1.301860448000000048e+01 1.399999999999999689e+00 -1.727643110954815986e-01
1.160668586999999796e+01 1.300668586999999832e+01 1.399999999999999911e+00 -1.727647937298040781e-01
1.159476725999999935e+01 1.299476725999999971e+01 1.399999999999999689e+00 -1.727652769236734942e-01
1.158284865000000075e+01 1.298284865000000110e+01 1.399999999999999911e+00 -1.727657606604193485e-01
1.157093004000000036e+01 1.297093004000000072e+01 1.399999999999999911e+00 -1.727662449234802777e-01
1.155901142999999998e+01 1.295901143000000033e+01 1.399999999999999911e+00 -1.727667296960342380e-01
1.154709282000000137e+01 1.294709282000000172e+01 1.400000000000000133e+00 -1.727672149609733865e-01
1.153517421000000098e+01 1.293517421000000134e+01 1.399999999999999911e+00 -1.727677007008994181e-01
1.152325560000000060e+01 1.292325560000000095e+01 1.399999999999999911e+00 -1.727681868981209568e-01
1.151133699000000021e+01 1.291133699000000057e+01 1.399999999999999911e+00 -1.727686735346485869e-01
1.149941838000000160e+01 1.289941838000000196e+01 1.399999999999999911e+00 -1.727691605921922169e-01
1.148749976999999944e+01 1.288749976999999980e+01 1.400000000000000133e+00 -1.727696480573328308e-01
1.147558116000000084e+01 1.287558116000000119e+01 1.399999999999999911e+00 -1.727701359343866983e-01
1.146366255000000045e+01 1.286366254999999903e+01 1.399999999999999911e+00 -1.727706242315856511e-01
1.145174394000000007e+01 1.285174394000000042e+01 1.399999999999999911e+00 -1.727711129572403748e-01
1.143982532999999968e+01 1.283982533000000004e+01 1.399999999999999911e+00 -1.727716021197484852e-01
1.142790672000000107e+01 1.282790672000000143e+01 1.400000000000000133e+00 -1.727720917275840651e-01
1.141598811000000069e+01 1.281598811000000104e+01 1.399999999999999911e+00 -1.727725817893058236e-01
1.140406950000000030e+01 1.280406950000000066e+01 1.399999999999999911e+00 -1.727730723135567081e-01
1.139215088999999992e+01 1.279215089000000027e+01 1.399999999999999911e+00 -1.727735633090640155e-01
1.138023228000000131e+01 1.278023228000000167e+01 1.399999999999999911e+00 -1.727740547846362551e-01
1.136831366999999915e+01 1.276831366999999950e+01 1.399999999999999911e+00 -1.727745467491695885e-01
1.135639506000000054e+01 1.275639506000000090e+01 1.399999999999999911e+00 -1.727750392116476907e-01
1.134447645000000016e+01 1.274447645000000051e+01 1.399999999999999911e+00 -1.727755321811360045e-01
1.133255783999999977e+01 1.273255784000000013e+01 1.399999999999999911e+00 -1.727760256667916494e-01
1.132063922999999939e+01 1.272063922999999974e+01 1.399999999999999911e+00 -1.727765196778567325e-01
1.130872062000000078e+01 1.270872061999999936e+01 1.399999999999999911e+00 -1.727770142236611239e-01
1.129680201000000039e+01 1.269680201000000075e+01 1.399999999999999911e+00 -1.727775093136280915e-01
1.128488340000000001e+01 1.268488340000000036e+01 1.399999999999999911e+00 -1.727780049572653909e-01
1.127296478999999962e+01 1.267296478999999820e+01 1.399999999999999911e+00 -1.727785011641728707e-01
1.126104618000000102e+01 1.266104618000000137e+01 1.399999999999999911e+00 -1.727789979440411405e-01
1.124912756999999885e+01 1.264912756999999921e+01 1.399999999999999911e+00 -1.727794953066551786e-01
1.123720896000000025e+01 1.263720896000000060e+01 1.399999999999999911e+00 -1.727799932618860890e-01
1.122529034999999986e+01 1.262529035000000022e+01 1.399999999999999911e+00 -1.727804918197032580e-01
1.121337174000000125e+01 1.261337174000000161e+01 1.399999999999999911e+00 -1.727809909901680263e-01
1.120145312999999909e+01 1.260145312999999945e+01 1.399999999999999911e+00 -1.727814907834336611e-01
1.118953452000000048e+01 1.258953452000000084e+01 1.399999999999999911e+00 -1.727819912097508515e-01
1.117761591000000010e+01 1.257761590999999868e+01 1.399999999999999911e+00 -1.727824922794624907e-01
1.116569729999999971e+01 1.256569729999999829e+01 1.399999999999999911e+00 -1.727829940030117251e-01
1.115377868999999933e+01 1.255377868999999791e+01 1.399999999999999911e+00 -1.727834963909341548e-01
1.114186008000000072e+01 1.254186008000000108e+01 1.399999999999999911e+00 -1.727839994538655777e-01
1.112994146999999856e+01 1.252994146999999892e+01 1.399999999999999911e+00 -1.727845032025378258e-01
1.111802285999999995e+01 1.251802286000000031e+01 1.399999999999999911e+00 -1.727850076477810137e-01
1.110610424999999957e+01 1.250610424999999815e+01 1.399999999999999911e+00 -1.727855128005261753e-01
1.109418564000000096e+01 1.249418563999999954e+01 1.399999999999999911e+00 -1.727860186718050695e-01
1.108226702999999880e+01 1.248226702999999915e+01 1.399999999999999911e+00 -1.727865252728458256e-01
1.107034842000000019e+01 1.247034842000000054e+01 1.399999999999999911e+00 -1.727870326150751645e-01
1.105842980999999980e+01 1.245842980999999838e+01 1.399999999999999911e+00 -1.727875407100287475e-01
1.104651119999999942e+01 1.244651119999999977e+01 1.399999999999999911e+00 -1.727880495693462914e-01
1.103459258999999903e+01 1.243459258999999939e+01 1.399999999999999911e+00 -1.727885592047741503e-01
1.102267398000000043e+01 1.242267397999999901e+01 1.399999999999999911e+00 -1.727890696281642602e-01
1.101075536999999827e+01 1.241075536999999684e+01 1.399999999999999911e+00 -1.727895808514743892e-01
