# r12 r13 r23 energy(Hartree)
1.200000000000000000e+01 1.338093944763259735e+01 1.399999999999999911e+00 -1.727897892872821139e-01
1.198808138999999962e+01 1.336902280661461617e+01 1.399999999999999911e+00 -1.727904821099558452e-01
1.197616277999999923e+01 1.335710616911020843e+01 1.399999999999999911e+00 -1.727911774607615025e-01
1.196424417000000062e+01 1.334518953512878880e+01 1.399999999999999911e+00 -1.727918753466485546e-01
1.195232556000000024e+01 1.333327290467979864e+01 1.399999999999999911e+00 -1.727925757745266966e-01
1.194040694999999985e+01 1.332135627777272013e+01 1.399999999999999911e+00 -1.727932787512648782e-01
1.192848833999999947e+01 1.330943965441706922e+01 1.399999999999999911e+00 -1.727939842836899165e-01
1.191656973000000086e+01 1.329752303462239382e+01 1.399999999999999911e+00 -1.727946923785854405e-01
1.190465112000000047e+01 1.328560641839827206e+01 1.399999999999999911e+00 -1.727954030426906151e-01
1.189273250999999831e+01 1.327368980575432111e+01 1.399999999999999689e+00 -1.727961162826989472e-01
1.188081389999999971e+01 1.326177319670019727e+01 1.399999999999999911e+00 -1.727968321052568423e-01
1.186889529000000110e+01 1.324985659124558346e+01 1.399999999999999911e+00 -1.727975505169627446e-01
1.185697667999999894e+01 1.323793998940019634e+01 1.399999999999999911e+00 -1.727982715243653322e-01
1.184505806999999855e+01 1.322602339117379522e+01 1.399999999999999911e+00 -1.727989951339625740e-01
1.183313945999999994e+01 1.321410679657617315e+01 1.399999999999999689e+00 -1.727997213522002584e-01
1.182122085000000133e+01 1.320219020561715517e+01 1.399999999999999911e+00 -1.728004501854705222e-01
1.180930223999999917e+01 1.319027361830659828e+01 1.399999999999999911e+00 -1.728011816401107681e-01
1.179738362999999879e+01 1.317835703465440389e+01 1.399999999999999911e+00 -1.728019157224019442e-01
1.178546502000000018e+01 1.316644045467050717e+01 1.399999999999999911e+00 -1.728026524385673224e-01
1.177354640999999980e+01 1.315452387836487169e+01 1.399999999999999689e+00 -1.728033917947709996e-01
1.176162779999999941e+01 1.314260730574751079e+01 1.399999999999999911e+00 -1.728041337971163716e-01
1.174970918999999903e+01 1.313069073682845733e+01 1.399999999999999911e+00 -1.728048784516448000e-01
1.173779057999999864e+01 1.311877417161779569e+01 1.399999999999999911e+00 -1.728056257643338922e-01
1.172587197000000003e+01 1.310685761012563866e+01 1.399999999999999911e+00 -1.728063757410961687e-01
1.171395335999999965e+01 1.309494105236213812e+01 1.399999999999999689e+00 -1.728071283877773423e-01
1.170203474999999926e+01 1.308302449833748149e+01 1.399999999999999911e+00 -1.728078837101547360e-01
