# r12 r13 r23 energy(Hartree)
1.200000000000000000e+01 1.183745839402999245e+01 1.399999999999999911e+00 -1.728351945354849595e-01
1.198808138999999962e+01 1.182562098366908465e+01 1.399999999999999911e+00 -1.728360538562423165e-01
1.197616277999999923e+01 1.181378373659035041e+01 1.399999999999999911e+00 -1.728369161961310629e-01
1.196424417000000062e+01 1.180194665328510339e+01 1.399999999999999911e+00 -1.728377815588335864e-01
1.195232556000000024e+01 1.179010973424662012e+01 1.399999999999999911e+00 -1.728386499479124538e-01
1.194040694999999985e+01 1.177827297997015243e+01 1.399999999999999911e+00 -1.728395213668079411e-01
1.192848833999999947e+01 1.176643639095294347e+01 1.399999999999999911e+00 -1.728403958188358958e-01
1.191656973000000086e+01 1.175459996769422766e+01 1.399999999999999911e+00 -1.728412733071852114e-01
1.190465112000000047e+01 1.174276371069524849e+01 1.399999999999999911e+00 -1.728421538349156072e-01
1.189273250999999831e+01 1.173092762045925852e+01 1.399999999999999689e+00 -1.728430374049550466e-01
1.188081389999999971e+01 1.171909169749154955e+01 1.399999999999999911e+00 -1.728439240200972948e-01
1.186889529000000110e+01 1.170725594229943844e+01 1.399999999999999911e+00 -1.728448136829995874e-01
1.185697667999999894e+01 1.169542035539228486e+01 1.399999999999999911e+00 -1.728457063961799378e-01
1.184505806999999855e+01 1.168358493728151970e+01 1.399999999999999911e+00 -1.728466021620145843e-01
1.183313945999999994e+01 1.167174968848062910e+01 1.399999999999999689e+00 -1.728475009827355191e-01
1.182122085000000133e+01 1.165991460950518643e+01 1.399999999999999911e+00 -1.728484028604276301e-01
1.180930223999999917e+01 1.164807970087283628e+01 1.399999999999999911e+00 -1.728493077970263414e-01
1.179738362999999879e+01 1.163624496310334244e+01 1.399999999999999911e+00 -1.728502157943145323e-01
1.178546502000000018e+01 1.162441039671856302e+01 1.399999999999999911e+00 -1.728511268539201229e-01
1.177354640999999980e+01 1.161257600224248243e+01 1.399999999999999689e+00 -1.728520409773130762e-01
1.176162779999999941e+01 1.160074178020121494e+01 1.399999999999999911e+00 -1.728529581658025394e-01
1.174970918999999903e+01 1.158890773112301353e+01 1.399999999999999911e+00 -1.728538784205343182e-01
1.173779057999999864e+01 1.157707385553828594e+01 1.399999999999999911e+00 -1.728548017424874905e-01
1.172587197000000003e+01 1.156524015397960525e+01 1.399999999999999911e+00 -1.728557281324718253e-01
1.171395335999999965e+01 1.155340662698171172e+01 1.399999999999999689e+00 -1.728566575911246461e-01
1.170203474999999926e+01 1.154157327508153408e+01 1.399999999999999911e+00 -1.728575901189076669e-01
1.169011613999999888e+01 1.152974009881820194e+01 1.399999999999999911e+00 -1.728585257161043554e-01
1.167819753000000027e+01 1.151790709873304408e+01 1.399999999999999911e+00 -1.728594643828162691e-01
1.166627891999999989e+01 1.150607427536961680e+01 1.399999999999999911e+00 -1.728604061189603358e-01
1.165436030999999772e+01 1.149424162927369508e+01 1.399999999999999689e+00 -1.728613509244205648e-01
1.164244169999999912e+01 1.148240916099331166e+01 1.399999999999999911e+00 -1.728622988027092022e-01
1.163052309000000051e+01 1.147057687107873925e+01 1.399999999999999911e+00 -1.728632497611680419e-01
1.161860448000000012e+01 1.145874476008251719e+01 1.399999999999999689e+00 -1.728642038072399911e-01
1.160668586999999796e+01 1.144691282855946213e+01 1.399999999999999911e+00 -1.728651609482855789e-01
1.159476725999999935e+01 1.143508107706668575e+01 1.399999999999999689e+00 -1.728661211915813456e-01
1.158284865000000075e+01 1.142324950616358592e+01 1.399999999999999911e+00 -1.728670845443173454e-01
1.157093004000000036e+01 1.141141811641188220e+01 1.399999999999999911e+00 -1.728680510135956472e-01
1.155901142999999998e+01 1.139958690837561228e+01 1.399999999999999911e+00 -1.728690206064278645e-01
1.154709282000000137e+01 1.138775588262115335e+01 1.400000000000000133e+00 -1.728699933297332125e-01
1.153517421000000098e+01 1.137592503971722557e+01 1.399999999999999911e+00 -1.728709691903364543e-01
1.152325560000000060e+01 1.136409438023491170e+01 1.399999999999999911e+00 -1.728719481949656245e-01
1.151133699000000021e+01 1.135226390474766411e+01 1.399999999999999911e+00 -1.728729303502498926e-01
1.149941838000000160e+01 1.134043361383132265e+01 1.399999999999999911e+00 -1.728739156627175366e-01
1.148749976999999944e+01 1.132860350806411986e+01 1.400000000000000133e+00 -1.728749041403837283e-01
1.147558116000000084e+01 1.131677358802669886e+01 1.399999999999999911e+00 -1.728758957966979037e-01
1.146366255000000045e+01 1.130494385430212212e+01 1.399999999999999911e+00 -1.728768906463009347e-01
1.145174394000000007e+01 1.129311430747588929e+01 1.399999999999999911e+00 -1.728778887038460721e-01
1.143982532999999968e+01 1.128128494813594607e+01 1.399999999999999911e+00 -1.728788899839980853e-01
1.142790672000000107e+01 1.126945577687269306e+01 1.400000000000000133e+00 -1.728798945014324018e-01
1.141598811000000069e+01 1.125762679427900714e+01 1.399999999999999911e+00 -1.728809022708341636e-01
1.140406950000000030e+01 1.124579800095024851e+01 1.399999999999999911e+00 -1.728819133068973946e-01
1.139215088999999992e+01 1.123396939748427670e+01 1.399999999999999911e+00 -1.728829276243240287e-01
1.138023228000000131e+01 1.122214098448146302e+01 1.399999999999999911e+00 -1.728839452378229391e-01
1.136831366999999915e+01 1.121031276254469589e+01 1.399999999999999911e+00 -1.728849661621090217e-01
1.135639506000000054e+01 1.119848473227941632e+01 1.399999999999999911e+00 -1.728859904119022239e-01
1.134447645000000016e+01 1.118665689429359666e+01 1.399999999999999911e+00 -1.728870180019264069e-01
1.133255783999999977e+01 1.117482924919779030e+01 1.399999999999999911e+00 -1.728880489469085679e-01
1.132063922999999939e+01 1.116300179760511746e+01 1.399999999999999911e+00 -1.728890832615775364e-01
1.130872062000000078e+01 1.115117454013129361e+01 1.399999999999999911e+00 -1.728901209606630851e-01
1.129680201000000039e+01 1.113934747739464015e+01 1.399999999999999911e+00 -1.728911620588947928e-01
1.128488340000000001e+01 1.112752061001609327e+01 1.399999999999999911e+00 -1.728922065710009337e-01
1.127296478999999962e+01 1.111569393861922705e+01 1.399999999999999911e+00 -1.728932545117073671e-01
1.126104618000000102e+01 1.110386746383025880e+01 1.399999999999999911e+00 -1.728943058957363998e-01
1.124912756999999885e+01 1.109204118627805968e+01 1.399999999999999911e+00 -1.728953607378055368e-01
1.123720896000000025e+01 1.108021510659419029e+01 1.399999999999999911e+00 -1.728964190526264544e-01
1.122529034999999986e+01 1.106838922541288284e+01 1.399999999999999911e+00 -1.728974808549036679e-01
1.121337174000000125e+01 1.105656354337108915e+01 1.399999999999999911e+00 -1.728985461593332273e-01
1.120145312999999909e+01 1.104473806110846112e+01 1.399999999999999911e+00 -1.728996149806016902e-01
1.118953452000000048e+01 1.103291277926739689e+01 1.399999999999999911e+00 -1.729006873333845673e-01
1.117761591000000010e+01 1.102108769849303194e+01 1.399999999999999911e+00 -1.729017632323452403e-01
1.116569729999999971e+01 1.100926281943326579e+01 1.399999999999999911e+00 -1.729028426921334904e-01
1.115377868999999933e+01 1.099743814273877263e+01 1.399999999999999911e+00 -1.729039257273281283e-01
1.114186008000000072e+01 1.098561366906301906e+01 1.399999999999999911e+00 -1.729050123427446628e-01
1.112994146999999856e+01 1.097378939906226947e+01 1.399999999999999911e+00 -1.729061025221996506e-01
1.111802285999999995e+01 1.096196533339562329e+01 1.399999999999999911e+00 -1.729071962463469281e-01
1.110610424999999957e+01 1.095014147272499727e+01 1.399999999999999911e+00 -1.729082934953111439e-01
1.109418564000000096e+01 1.093831781771517520e+01 1.399999999999999911e+00 -1.729093942486799040e-01
1.108226702999999880e+01 1.092649436903379012e+01 1.399999999999999911e+00 -1.729104984854955007e-01
1.107034842000000019e+01 1.091467112735137590e+01 1.399999999999999911e+00 -1.729116061842467522e-01
1.105842980999999980e+01 1.090284809334134408e+01 1.399999999999999911e+00 -1.729127173228605374e-01
1.104651119999999942e+01 1.089102526768003010e+01 1.399999999999999911e+00 -1.729138318786933581e-01
1.103459258999999903e+01 1.087920265104669504e+01 1.399999999999999911e+00 -1.729149498285227904e-01
1.102267398000000043e+01 1.086738024412354342e+01 1.399999999999999911e+00 -1.729160711485386304e-01
1.101075536999999827e+01 1.085555804759573739e+01 1.399999999999999911e+00 -1.729171958143341237e-01
1.099883675999999966e+01 1.084373606215141805e+01 1.399999999999999911e+00 -1.729183238008917822e-01
1.098691814999999927e+01 1.083191428848171611e+01 1.399999999999999911e+00 -1.729194550751061432e-01
1.097499954000000066e+01 1.082009272728077498e+01 1.399999999999999911e+00 -1.729205895806867066e-01
1.096308093000000028e+01 1.080827137924575077e+01 1.400000000000000133e+00 -1.729217272560552299e-01
1.095116232000000167e+01 1.079645024507685669e+01 1.399999999999999911e+00 -1.729228680384629346e-01
1.093924371000000129e+01 1.078462932547734709e+01 1.399999999999999911e+00 -1.729240118639738255e-01
1.092732509999999913e+01 1.077280862115356008e+01 1.399999999999999911e+00 -1.729251586674480645e-01
1.091540649000000052e+01 1.076098813281492816e+01 1.399999999999999911e+00 -1.729263083825249292e-01
1.090348788000000191e+01 1.074916786117398182e+01 1.400000000000000133e+00 -1.729274609416056041e-01
1.089156927000000152e+01 1.073734780694637614e+01 1.399999999999999911e+00 -1.729286162758356671e-01
1.087965065999999936e+01 1.072552797085091392e+01 1.399999999999999911e+00 -1.729297743150875200e-01
1.086773205000000075e+01 1.071370835360955809e+01 1.399999999999999911e+00 -1.729309349879423752e-01
1.085581344000000215e+01 1.070188895594744061e+01 1.399999999999999911e+00 -1.729320982216720481e-01
1.084389482999999998e+01 1.069006977859288554e+01 1.400000000000000133e+00 -1.729332639422206386e-01
1.083197621999999960e+01 1.067825082227743927e+01 1.399999999999999911e+00 -1.729344320741857122e-01
1.082005761000000099e+01 1.066643208773586871e+01 1.399999999999999911e+00 -1.729356025407994546e-01
1.080813900000000061e+01 1.065461357570618617e+01 1.399999999999999911e+00 -1.729367752639094369e-01
1.079622039000000022e+01 1.064279528692966892e+01 1.399999999999999911e+00 -1.729379501639591310e-01
1.078430177999999984e+01 1.063097722215088226e+01 1.399999999999999911e+00 -1.729391271599682589e-01
1.077238317000000123e+01 1.061915938211768839e+01 1.399999999999999911e+00 -1.729403061695126420e-01
1.076046456000000084e+01 1.060734176758126068e+01 1.399999999999999911e+00 -1.729414871087041061e-01
1.074854595000000046e+01 1.059552437929612090e+01 1.399999999999999911e+00 -1.729426698921696925e-01
1.073662734000000007e+01 1.058370721802014103e+01 1.399999999999999911e+00 -1.729438544330310634e-01
1.072470872999999969e+01 1.057189028451456636e+01 1.399999999999999911e+00 -1.729450406428831855e-01
1.071279012000000108e+01 1.056007357954403680e+01 1.399999999999999911e+00 -1.729462284317729304e-01
1.070087151000000070e+01 1.054825710387660109e+01 1.399999999999999911e+00 -1.729474177081773978e-01
1.068895290000000031e+01 1.053644085828373989e+01 1.399999999999999911e+00 -1.729486083789819606e-01
1.067703428999999993e+01 1.052462484354038530e+01 1.399999999999999911e+00 -1.729498003494576719e-01
1.066511568000000132e+01 1.051280906042493868e+01 1.399999999999999911e+00 -1.729509935232389772e-01
1.065319707000000093e+01 1.050099350971928125e+01 1.399999999999999911e+00 -1.729521878023004555e-01
1.064127845999999877e+01 1.048917819220881320e+01 1.399999999999999911e+00 -1.729533830964525010e-01
1.062935985000000016e+01 1.047736310868245724e+01 1.399999999999999911e+00 -1.729545793631911133e-01
1.061744124000000156e+01 1.046554825993268167e+01 1.399999999999999911e+00 -1.729557765750855680e-01
1.060552262999999940e+01 1.045373364675551642e+01 1.399999999999999911e+00 -1.729569747041456995e-01
1.059360401999999901e+01 1.044191926995059383e+01 1.399999999999999911e+00 -1.729581737218061077e-01
1.058168541000000040e+01 1.043010513032114162e+01 1.399999999999999911e+00 -1.729593735989172487e-01
1.056976680000000179e+01 1.041829122867401303e+01 1.399999999999999911e+00 -1.729605743057366918e-01
1.055784818999999963e+01 1.040647756581971350e+01 1.399999999999999911e+00 -1.729617758119200432e-01
1.054592957999999925e+01 1.039466414257241844e+01 1.399999999999999911e+00 -1.729629780865118427e-01
1.053401097000000064e+01 1.038285095974998917e+01 1.399999999999999911e+00 -1.729641810979361816e-01
1.052209236000000026e+01 1.037103801817399606e+01 1.399999999999999911e+00 -1.729653848139874883e-01
1.051017374999999987e+01 1.035922531866974161e+01 1.399999999999999911e+00 -1.729665892018207030e-01
1.049825513999999949e+01 1.034741286206627819e+01 1.399999999999999911e+00 -1.729677942279815583e-01
1.048633652999999910e+01 1.033560064919643473e+01 1.399999999999999911e+00 -1.729689998773745185e-01
1.047441792000000049e+01 1.032378868089683444e+01 1.399999999999999911e+00 -1.729702061841327243e-01
1.046249931000000011e+01 1.031197695800790726e+01 1.399999999999999911e+00 -1.729714131907912622e-01
1.045058069999999972e+01 1.030016548137393428e+01 1.399999999999999911e+00 -1.729726209404398307e-01
1.043866208999999934e+01 1.028835425184304775e+01 1.399999999999999911e+00 -1.729738294767293183e-01
1.042674348000000073e+01 1.027654327026726300e+01 1.399999999999999911e+00 -1.729750388438784370e-01
1.041482487000000035e+01 1.026473253750249803e+01 1.399999999999999911e+00 -1.729762490866805780e-01
1.040290625999999818e+01 1.025292205440859838e+01 1.399999999999999911e+00 -1.729774602505105008e-01
1.039098764999999958e+01 1.024111182184935842e+01 1.399999999999999911e+00 -1.729786723813312721e-01
1.037906904000000097e+01 1.022930184069254089e+01 1.399999999999999911e+00 -1.729798855257013712e-01
1.036715043000000058e+01 1.021749211180990180e+01 1.399999999999999911e+00 -1.729810997307814902e-01
1.035523181999999842e+01 1.020568263607721526e+01 1.399999999999999911e+00 -1.729823150443418889e-01
1.034331320999999981e+01 1.019387341437429662e+01 1.399999999999999911e+00 -1.729835315147695562e-01
1.033139460000000120e+01 1.018206444758502194e+01 1.399999999999999911e+00 -1.729847491910754265e-01
1.031947598999999904e+01 1.017025573659734761e+01 1.399999999999999911e+00 -1.729859681229018176e-01
1.030755737999999866e+01 1.015844728230335114e+01 1.399999999999999911e+00 -1.729871883605299254e-01
1.029563877000000005e+01 1.014663908559923655e+01 1.399999999999999911e+00 -1.729884099548872345e-01
1.028372016000000144e+01 1.013483114738536628e+01 1.399999999999999911e+00 -1.729896329575553726e-01
1.027180154999999928e+01 1.012302346856627722e+01 1.399999999999999911e+00 -1.729908574207775496e-01
1.025988293999999890e+01 1.011121605005072333e+01 1.399999999999999911e+00 -1.729920833974665229e-01
1.024796433000000029e+01 1.009940889275168274e+01 1.399999999999999911e+00 -1.729933109412125081e-01
1.023604571999999990e+01 1.008760199758638620e+01 1.399999999999999911e+00 -1.729945401062909505e-01
1.022412710999999952e+01 1.007579536547634369e+01 1.399999999999999911e+00 -1.729957709476708239e-01
1.021220849999999913e+01 1.006398899734737284e+01 1.399999999999999911e+00 -1.729970035210225687e-01
1.020028988999999875e+01 1.005218289412961497e+01 1.399999999999999911e+00 -1.729982378827265022e-01
1.018837128000000014e+01 1.004037705675756875e+01 1.399999999999999911e+00 -1.729994740898809780e-01
1.017645266999999976e+01 1.002857148617010985e+01 1.399999999999999911e+00 -1.730007122003109077e-01
1.016453405999999760e+01 1.001676618331051927e+01 1.399999999999999911e+00 -1.730019522725762537e-01
1.015261544999999899e+01 1.000496114912651358e+01 1.399999999999999911e+00 -1.730031943659804949e-01
1.014069684000000038e+01 9.993156384570260897e+00 1.399999999999999911e+00 -1.730044385381665772e-01
1.012877822999999999e+01 9.981351890598407550e+00 1.399999999999999911e+00 -1.730056848081679977e-01
1.011685961999999783e+01 9.969547668172115351e+00 1.399999999999999911e+00 -1.730069331630360308e-01
1.010494100999999922e+01 9.957743718257086485e+00 1.399999999999999911e+00 -1.730081835884434149e-01
1.009302240000000062e+01 9.945940041823575939e+00 1.399999999999999911e+00 -1.730094360695911826e-01
1.008110379000000023e+01 9.934136639846427030e+00 1.399999999999999911e+00 -1.730106905912001392e-01
1.006918517999999807e+01 9.922333513305101604e+00 1.399999999999999911e+00 -1.730119471375021478e-01
1.005726656999999946e+01 9.910530663183715561e+00 1.399999999999999911e+00 -1.730132056922311090e-01
1.004534796000000085e+01 9.898728090471037078e+00 1.399999999999999911e+00 -1.730144662386139676e-01
